DateTime,Market1: Close,Market1: High,Market1: Low,Market1: Open,Market2: Close,Market2: High,Market2: Low,Market2: Open,Market2: Open_Interest,Market2: Volume,Market3: Close,Market3: High,Market3: Low,Market3: Open,Market3: Open_Interest,Market3: Volume,Market1: Direction,Market2: Direction,Market3: Direction
2016-05-27,211.4,213.0,209.05,210.0,4695.0,4727.0,4640.0,4662.5,331647.0,37988.0,35860.0,36210.0,35610.0,36090.0,759628.0,229682.0,1,1,0
2016-05-30,207.97159475885388,209.99698034225565,206.629226875813,209.21701600127344,4603.983147483909,4649.808219087731,4576.6752761425905,4633.340122919739,331642.16134921584,51838.58305351943,35770.0,36060.0,35630.0,35990.0,764684.0,172624.0,0,0,0
2016-05-31,209.55,211.6,207.5,211.05,4671.0,4696.5,4650.0,4665.0,326649.0,40693.0,35800.0,35990.0,35640.0,35780.0,769082.0,173512.0,0,1,1
2016-06-01,207.3,208.95,205.15,208.7,4617.0,4647.5,4565.5,4647.5,328819.0,71456.0,35480.0,35890.0,35120.0,35810.0,810016.0,323974.0,0,0,0
2016-06-02,207.0,207.8,205.8,207.1,4597.0,4620.0,4571.5,4615.5,331367.0,15468.0,35280.0,35460.0,35070.0,35180.0,808342.0,273418.0,0,0,1
2016-06-03,211.3,213.55,206.5,206.6,4688.0,4725.0,4594.0,4594.0,333145.0,71269.0,35420.0,35760.0,35170.0,35250.0,791012.0,296102.0,1,1,1
2016-06-06,211.75,214.5,211.25,212.0,4688.0,4748.0,4676.0,4694.0,333750.0,51491.0,36080.0,36300.0,35800.0,36110.0,767294.0,318566.0,0,0,0
2016-06-07,205.1,212.5,204.5,211.85,4567.0,4704.0,4552.0,4685.5,328011.0,96020.0,36040.0,36300.0,35800.0,36150.0,755432.0,267268.0,0,0,0
2016-06-08,206.15,208.15,205.1,205.6,4578.0,4623.0,4565.0,4568.0,323576.0,60792.0,35270.0,35390.0,35100.0,35340.0,781966.0,331978.0,1,1,0
2016-06-09,203.9,208.55,201.3,206.5,4515.0,4633.5,4483.5,4594.5,326045.0,78341.0,35129.75804514957,35981.0511775004,34954.79996976415,35738.11985568002,782935.6077008661,307908.10183687456,0,0,0
2016-06-10,203.05,204.55,201.75,204.05,4510.0,4540.0,4487.0,4527.5,324851.0,49030.0,35090.854658610086,35254.98485936157,34982.08708917849,35216.96324879558,782971.0391885263,312052.2256385933,0,0,0
2016-06-13,205.35,206.6,202.1,203.25,4557.0,4589.0,4495.5,4518.0,320456.0,66585.0,35280.0,35540.0,34850.0,34880.0,732910.0,272286.0,1,1,1
2016-06-14,204.05,205.9,203.2,205.35,4510.5,4570.5,4510.0,4569.5,315641.0,44512.0,35320.0,35540.0,35080.0,35200.0,729912.0,286756.0,0,0,1
2016-06-15,209.1,211.9,203.85,204.25,4639.5,4690.0,4523.5,4524.5,317831.0,77148.0,35170.0,35370.0,34980.0,35100.0,715704.0,257364.0,1,1,1
2016-06-16,204.8,209.3,203.55,209.2,4535.0,4646.0,4525.0,4639.5,320293.0,79232.0,35660.0,35950.0,35310.0,35890.0,669616.0,96926.0,0,0,0
2016-06-17,205.1,207.35,204.55,205.15,4552.0,4594.0,4532.0,4561.5,320235.0,62344.0,35310.0,35570.0,35140.0,35200.0,657280.0,97750.0,0,0,1
2016-06-20,209.3,209.95,205.2,205.4,4644.0,4650.0,4566.5,4580.0,319967.0,53827.0,35450.0,35600.0,35280.0,35430.0,652328.0,86138.0,1,1,1
2016-06-21,211.6,213.05,207.1,209.2,4670.0,4700.5,4588.0,4631.5,316502.0,70745.0,35640.0,35850.0,35450.0,35580.0,642572.0,104040.0,1,1,1
2016-06-22,213.55,214.45,210.65,212.65,4701.0,4733.5,4657.0,4697.5,317703.0,74654.0,35860.0,36250.0,35500.0,35600.0,650178.0,137860.0,1,1,1
2016-06-23,216.25,217.0,212.55,214.0,4780.0,4795.0,4695.0,4720.0,316893.0,105260.0,36180.0,36360.0,36040.0,36260.0,648758.0,115314.0,1,1,0
2016-06-24,211.05,217.55,206.6,216.7,4698.0,4778.0,4588.0,4766.0,318946.0,104556.0,36230.0,36750.0,35700.0,36550.0,629176.0,272494.0,0,0,0
2016-06-27,212.2,213.9,209.95,211.2,4710.0,4751.5,4655.5,4680.0,319984.0,57967.0,36380.0,36730.0,35980.0,36070.0,630384.0,203636.0,1,1,1
2016-06-28,217.05,218.35,211.85,212.95,4818.0,4830.0,4698.5,4714.5,318945.0,74833.0,36870.0,37280.0,36460.0,36500.0,645712.0,263022.0,1,1,1
2016-06-29,218.35,219.4,215.8,217.95,4838.0,4847.5,4780.5,4826.5,320403.0,47755.0,37260.0,37500.0,37010.0,37300.0,642454.0,215762.0,1,1,0
2016-06-30,219.45,220.45,217.25,219.1,4845.0,4865.0,4805.0,4847.0,318983.0,59913.0,37470.0,37690.0,37080.0,37250.0,626830.0,261792.0,1,0,1
2016-07-01,221.5,223.45,216.65,220.1,4911.0,4936.5,4784.0,4854.5,325478.0,72269.0,37380.0,37630.0,37140.0,37440.0,611058.0,320148.0,1,1,0
2016-07-04,221.03959163395032,224.01770713945677,220.33644038003527,222.10603611154474,4893.0,4960.0,4880.0,4918.5,324038.0,49433.0,38040.0,38510.0,37220.0,37290.0,659864.0,682034.0,0,0,1
2016-07-05,218.15,224.55,216.15,222.9,4817.0,4901.0,4787.5,4897.5,329620.0,64160.0,37880.0,38540.0,37470.0,38440.0,637608.0,492320.0,0,0,0
2016-07-06,215.15,218.3,213.15,218.05,4750.0,4835.0,4713.5,4817.0,330998.0,68690.0,37390.0,37850.0,36950.0,37760.0,608418.0,485598.0,0,0,0
2016-07-07,212.25,215.1,211.6,214.45,4687.0,4776.0,4685.0,4761.0,331064.0,44370.0,37050.0,37290.0,36820.0,36880.0,592260.0,371704.0,0,0,1
2016-07-08,211.85,213.3,211.7,212.25,4710.5,4737.0,4682.0,4702.0,330907.0,31837.0,36680.0,37100.0,36450.0,36960.0,592188.0,381592.0,0,1,0
2016-07-11,214.7,216.3,214.05,214.05,4749.0,4788.0,4692.0,4702.0,331462.0,40214.0,36800.0,37130.0,36540.0,36800.0,590146.0,302506.0,1,1,1
2016-07-12,221.1,222.1,214.6,214.6,4869.0,4912.0,4744.5,4744.5,337624.0,51235.0,37060.0,37260.0,36900.0,37140.0,587960.0,253784.0,1,1,0
2016-07-13,223.8,227.35,221.45,221.6,4938.0,5032.0,4870.0,4891.0,344573.0,93758.0,38350.0,39210.0,37260.0,37500.0,638266.0,876672.0,1,1,1
2016-07-14,224.1,224.65,223.15,223.7,4941.0,4975.0,4913.5,4929.0,346005.0,45617.0,38470.0,38820.0,38190.0,38660.0,654666.0,448580.0,1,1,0
2016-07-15,223.05,226.05,223.0,223.5,4918.0,5000.0,4915.0,4934.0,348200.0,45787.0,38420.0,38710.0,38230.0,38530.0,657412.0,361670.0,0,0,0
2016-07-18,223.4,224.15,220.85,221.65,4939.0,4944.0,4852.25,4913.5,348456.0,44051.0,38210.0,38920.0,37820.0,38720.0,630118.0,133652.0,1,1,0
2016-07-19,226.15,226.2,223.4,223.9,4984.0,4990.0,4902.5,4939.0,339656.0,49608.0,38290.0,38570.0,37800.0,37830.0,618974.0,142278.0,1,1,1
2016-07-20,225.2,225.85,223.9,225.75,4966.0,4992.5,4900.0,4977.0,342921.0,46620.0,38460.0,38830.0,38140.0,38420.0,627464.0,168214.0,0,0,1
2016-07-21,225.6,226.6,224.85,224.85,4976.0,5000.0,4946.0,4951.5,343442.0,47409.0,38470.0,38730.0,37930.0,38130.0,631372.0,142002.0,1,1,1
2016-07-22,223.4,226.2,222.55,226.15,4920.0,4997.0,4906.0,4955.5,343312.0,44341.0,38500.0,38900.0,38220.0,38600.0,615460.0,139052.0,0,0,0
2016-07-25,221.6,224.05,220.95,224.0,4899.0,4949.5,4875.0,4930.0,344007.0,46067.0,38210.0,38690.0,37860.0,38400.0,605460.0,173264.0,0,0,0
2016-07-26,222.5,222.95,221.2,221.2,4930.0,4930.15,4859.0,4908.0,346432.0,41995.0,37850.0,38280.0,37650.0,38220.0,592236.0,130380.0,1,1,0
2016-07-27,218.5,221.45,218.85,221.1,4850.0,4935.0,4830.0,4922.0,346411.0,42533.0,37930.0,38130.0,37680.0,37810.0,588728.0,142368.0,0,0,1
2016-07-28,220.9,222.5,218.7,218.8,4896.5,4916.0,4849.5,4850.0,349825.0,33050.0,37770.0,37950.0,37510.0,37750.0,576748.0,151922.0,1,1,1
2016-07-29,222.15,223.95,218.95,221.3,4925.0,4945.0,4848.0,4898.5,344954.0,41756.0,37870.0,38150.0,37490.0,37960.0,567430.0,192998.0,1,1,0
2016-08-01,219.95,224.75,218.65,223.1,4882.0,4965.0,4865.5,4911.0,351180.0,40377.0,37980.0,38330.0,37500.0,37690.0,576834.0,265488.0,0,0,1
2016-08-02,220.9,224.55,219.2,219.25,4892.0,4959.0,4855.0,4865.0,352804.0,49415.0,37940.0,38160.0,37680.0,38140.0,570826.0,245842.0,1,1,0
2016-08-03,219.85,221.45,217.2,220.85,4875.0,4902.5,4820.0,4884.5,348481.0,53429.0,38050.0,38450.0,37680.0,38120.0,574808.0,341054.0,0,0,0
2016-08-04,217.4,220.4,215.55,220.0,4831.0,4886.0,4786.0,4884.5,349247.0,50435.0,37650.0,37910.0,37430.0,37710.0,563804.0,350780.0,0,0,0
2016-08-05,215.4,218.15,215.05,217.4,4789.0,4849.0,4783.0,4832.5,347788.0,36346.0,37540.0,37770.0,37280.0,37300.0,542568.0,307212.0,0,0,1
2016-08-08,216.5,218.1,215.35,215.6,4810.0,4842.0,4789.0,4789.0,349366.0,32688.0,37510.0,37680.0,37370.0,37510.0,540380.0,257108.0,1,1,1
2016-08-09,215.0,216.5,214.0,216.25,4779.0,4810.0,4761.0,4799.0,348976.0,36812.0,37470.0,37760.0,37180.0,37560.0,558306.0,290706.0,0,0,0
2016-08-10,217.1,220.5,214.5,215.0,4821.0,4888.5,4779.0,4780.0,344038.0,59390.0,37350.0,37530.0,37100.0,37160.0,551562.0,236298.0,1,1,1
2016-08-11,219.1,219.3,216.9,217.35,4848.0,4855.0,4809.5,4815.5,341591.0,24231.0,37600.0,37800.0,37450.0,37790.0,538080.0,248324.0,1,1,0
2016-08-12,214.0,219.45,213.55,218.5,4761.0,4864.0,4750.5,4850.5,341018.0,50154.0,37570.0,37690.0,37450.0,37550.0,532278.0,175934.0,0,0,1
2016-08-15,215.15,215.6,213.3,214.0,4767.0,4782.0,4752.0,4752.0,334272.0,32282.0,37210.0,37350.0,37000.0,37230.0,538510.0,244612.0,1,1,0
2016-08-16,217.2,217.85,214.35,214.9,4811.0,4828.0,4762.0,4770.0,327474.0,40088.0,37230.0,37350.0,37090.0,37120.0,515738.0,41810.0,1,1,1
2016-08-17,215.2,217.5,214.65,217.2,4774.0,4819.0,4763.5,4806.0,326416.0,25486.0,37350.0,37450.0,37250.0,37400.0,504588.0,35970.0,0,0,0
2016-08-18,216.75,218.9,215.55,215.55,4809.0,4844.5,4780.5,4784.5,327254.0,43233.0,37300.0,37450.0,37180.0,37260.0,512992.0,41062.0,1,1,1
2016-08-19,216.7,217.45,215.8,216.5,4798.0,4818.5,4782.0,4806.0,325898.0,33172.0,37380.0,37540.0,37290.0,37540.0,508572.0,35606.0,1,0,0
2016-08-22,214.0,217.45,212.7,217.2,4748.5,4809.5,4735.0,4809.5,325738.0,54363.0,37300.0,37460.0,37150.0,37370.0,514360.0,44634.0,0,0,0
2016-08-23,211.5,214.85,211.05,214.3,4710.0,4770.0,4694.0,4759.0,327698.0,52480.0,37150.0,37240.0,36980.0,37040.0,511844.0,43768.0,0,0,1
2016-08-24,207.65,212.1,207.55,211.55,4632.0,4717.5,4622.5,4703.5,329939.0,58502.0,36880.0,37090.0,36690.0,37020.0,539910.0,82120.0,0,0,0
2016-08-25,207.65,209.1,207.45,208.0,4626.0,4655.5,4620.0,4631.5,329233.0,43927.0,36380.0,36680.0,36120.0,36610.0,526572.0,104042.0,0,0,0
2016-08-26,207.85,209.95,207.05,207.7,4615.0,4665.5,4615.0,4625.0,330653.0,46489.0,36380.0,36560.0,36210.0,36310.0,531076.0,66086.0,1,0,1
2016-08-29,207.45,208.6,207.2,207.85,4592.436313492643,4618.875913933925,4589.317453075882,4603.06605531075,330674.4715128548,46347.4574017668,36400.0,36650.0,36230.0,36380.0,520848.0,73208.0,0,0,1
2016-08-30,206.9,208.9,206.3,208.05,4607.0,4646.5,4600.0,4625.5,332636.0,48357.0,36390.0,36530.0,36250.0,36350.0,523302.0,62880.0,0,0,1
2016-08-31,206.95,208.25,206.75,206.95,4617.0,4641.0,4610.0,4620.0,322559.0,43246.0,36310.0,36410.0,36160.0,36230.0,515630.0,79946.0,1,0,1
2016-09-01,206.85,209.0,206.75,207.2,4630.0,4657.0,4612.0,4619.5,324515.0,41548.0,36480.0,36670.0,36260.0,36300.0,513422.0,112462.0,0,1,1
2016-09-02,207.15,208.55,206.85,207.65,4627.0,4650.0,4615.0,4627.0,327804.0,40359.0,36530.0,36690.0,36400.0,36490.0,513988.0,139928.0,0,1,1
2016-09-05,208.97795849144782,209.65528156075774,208.14569470327103,208.55885489095647,4626.0,4642.0,4610.0,4618.5,324428.0,25528.0,36550.0,36660.0,36440.0,36640.0,517694.0,147262.0,1,1,0
2016-09-06,208.4,209.2,206.95,207.4,4620.0,4656.0,4619.5,4627.0,323455.0,35561.0,36520.0,36620.0,36390.0,36460.0,516114.0,136530.0,1,0,1
2016-09-07,209.3,210.6,208.7,208.7,4650.0,4688.5,4633.0,4640.5,323261.0,42654.0,36660.0,36870.0,36460.0,36600.0,510102.0,205396.0,1,1,1
2016-09-08,209.6,210.1,208.0,210.1,4664.0,4670.0,4630.0,4648.5,324192.0,29758.0,36660.0,36850.0,36530.0,36750.0,505006.0,176616.0,0,1,0
2016-09-09,208.85,209.75,208.2,209.7,4633.0,4671.5,4625.0,4665.0,322544.0,40255.0,36620.0,36730.0,36460.0,36560.0,495782.0,149500.0,0,0,1
2016-09-12,209.6,210.3,206.1,208.0,4648.0,4660.0,4582.0,4630.0,322469.0,67045.0,36360.0,36630.0,36130.0,36560.0,523876.0,256900.0,1,1,0
2016-09-13,209.55,211.1,208.85,209.8,4650.0,4692.0,4635.0,4662.0,321680.0,42828.0,36480.0,36620.0,36250.0,36250.0,486196.0,192602.0,0,0,1
2016-09-14,214.8,215.0,210.2,210.5,4771.5,4781.5,4653.0,4653.0,322934.0,58264.0,36640.0,36800.0,36470.0,36630.0,466872.0,188272.0,1,1,1
2016-09-15,215.2,215.6,214.15,214.65,4781.0,4787.5,4743.35,4765.0,327492.0,37353.0,37199.41820904985,37176.92511325848,36980.67367828277,37064.34674334863,466165.86073673266,179358.92828544273,1,1,1
2016-09-16,215.15,215.5,214.35,215.45,4788.0,4794.5,4747.5,4782.5,328340.0,35009.0,37253.88295020512,37231.283019429306,37013.02840558834,37200.46973768412,466140.05693528743,188133.33667735645,0,1,1
2016-09-19,214.9,214.85,213.7,213.7,4776.0,4777.0,4732.5,4769.5,322835.0,38601.0,37110.0,37240.0,36930.0,37100.0,450134.0,158336.0,1,1,1
2016-09-20,215.55,216.05,214.4,214.8,4793.0,4800.0,4746.0,4761.0,318918.0,36799.0,37250.0,37350.0,37190.0,37260.0,439338.0,40914.0,1,1,0
2016-09-21,214.5,215.65,214.5,214.8,4763.0,4789.0,4754.0,4789.0,316349.0,36328.0,37330.0,37500.0,37200.0,37350.0,440268.0,60794.0,0,0,0
2016-09-22,218.75,219.0,216.7,216.7,4853.0,4858.5,4779.0,4779.0,319795.0,70852.0,37520.0,37700.0,37250.0,37300.0,458610.0,90642.0,1,1,1
2016-09-23,219.25,219.6,218.85,218.85,4855.0,4869.0,4826.5,4845.0,319768.0,44366.0,37790.0,37930.0,37680.0,37790.0,461368.0,81960.0,1,1,1
2016-09-26,219.0,218.85,217.85,218.0,4841.0,4865.0,4813.5,4863.5,321819.0,36615.0,37810.0,37930.0,37720.0,37840.0,456438.0,63180.0,1,0,0
2016-09-27,216.15,218.5,216.05,217.4,4787.0,4845.0,4770.5,4838.0,321667.0,42924.0,37660.0,37860.0,37500.0,37780.0,462712.0,92460.0,0,0,0
2016-09-28,217.95,217.8,217.8,217.8,4818.0,4832.0,4790.5,4796.5,319307.0,30404.0,37450.0,37610.0,37270.0,37550.0,449096.0,80366.0,1,1,0
2016-09-29,219.0,220.55,218.15,220.4,4841.0,4860.0,4812.0,4844.0,321517.0,43827.0,37780.0,37960.0,37530.0,37600.0,444148.0,106982.0,0,0,1
2016-09-30,221.05,221.9,218.05,219.1,4865.0,4889.0,4815.0,4831.0,321700.0,45388.0,37690.0,37880.0,37560.0,37680.0,439784.0,82256.0,1,1,1
2016-10-03,219.2,221.6,216.7,221.45,4819.0,4887.0,4783.5,4865.0,320786.0,37995.0,37495.08394674989,37949.583922400874,37293.69591956436,37842.19242526571,439624.5303381857,85234.49684231974,0,0,0
2016-10-04,216.7,219.6,216.3,219.2,4805.0,4839.5,4780.0,4838.0,317425.0,33641.0,37386.15446443935,37580.72670195602,37266.40880015003,37632.174091148096,439618.70298414375,86193.06307821946,0,0,0
2016-10-05,216.45,218.15,215.85,217.2,4799.5,4814.0,4773.0,4790.5,314196.0,22303.0,37343.36073924592,37382.70861519088,37211.83456132135,37262.69739223749,439618.4900404732,85477.97054585858,0,1,1
2016-10-06,215.55,217.15,214.55,216.85,4756.0,4798.0,4750.0,4789.0,314221.0,27201.0,37004.90127635246,37258.46197251471,37032.51920517001,37251.02970700873,439618.4822590673,86220.8891006828,0,0,0
2016-10-07,216.35,218.3,214.75,215.45,4778.0,4816.0,4750.0,4757.5,316630.0,34513.0,37176.07617712616,37398.239445525396,37032.51920517001,37006.008317204854,439618.4819747185,83583.87650409275,1,1,1
2016-10-10,219.75,220.25,216.45,216.95,4848.5,4860.0,4784.0,4794.0,315142.0,34406.0,37550.0,37670.0,37430.0,37660.0,433864.0,69828.0,1,1,0
2016-10-11,218.55,219.95,217.0,219.45,4812.0,4856.0,4797.0,4851.0,315381.0,41177.0,38000.0,38180.0,37660.0,37670.0,468044.0,197110.0,0,0,1
2016-10-12,217.65,219.4,217.5,218.8,4814.0,4842.0,4806.0,4829.5,314865.0,23735.0,37920.0,38080.0,37760.0,38060.0,464966.0,160384.0,0,0,0
2016-10-13,212.2,218.0,211.65,217.6,4712.0,4818.0,4687.5,4810.0,320288.0,75308.0,37860.0,38150.0,37580.0,37990.0,466170.0,197824.0,0,0,0
2016-10-14,211.05,213.2,210.45,212.6,4675.5,4730.0,4674.5,4710.0,319536.0,17030.0,37300.0,37460.0,37110.0,37210.0,449142.0,226982.0,0,0,1
2016-10-17,210.7,212.0,210.0,210.9,4675.0,4704.5,4673.0,4676.0,314753.0,34414.0,37260.0,37400.0,37160.0,37210.0,455972.0,183592.0,0,0,1
2016-10-18,210.55,212.3,209.15,210.35,4681.0,4714.0,4672.5,4681.0,305391.0,48646.0,37310.0,37440.0,37200.0,37290.0,442702.0,42460.0,1,1,1
2016-10-19,210.35,211.1,208.75,210.0,4671.0,4685.5,4640.0,4674.0,307669.0,57729.0,37300.0,37440.0,37170.0,37320.0,442046.0,65330.0,1,0,0
2016-10-20,209.6,211.15,208.45,210.15,4652.0,4691.5,4633.0,4671.0,306607.0,42601.0,37270.0,37470.0,37000.0,37190.0,442270.0,74142.0,0,0,1
2016-10-21,208.85,210.1,208.6,209.6,4635.0,4664.5,4633.5,4653.0,306845.0,36029.0,37150.0,37290.0,37030.0,37230.0,443978.0,59228.0,0,0,0
2016-10-24,209.3,210.35,208.55,208.9,4638.0,4670.0,4634.0,4640.0,307645.0,37852.0,37300.0,37440.0,37120.0,37150.0,451524.0,67962.0,1,0,1
2016-10-25,213.85,214.65,209.35,209.65,4735.0,4754.5,4646.5,4649.0,309477.0,88898.0,37800.0,38150.0,37270.0,37350.0,475622.0,190842.0,1,1,1
2016-10-26,214.55,214.9,212.65,213.9,4740.0,4759.0,4713.5,4735.5,306440.0,36716.0,37880.0,38200.0,37670.0,38070.0,455338.0,151732.0,1,1,0
2016-10-27,216.35,216.7,213.05,214.25,4790.0,4797.0,4721.0,4747.5,309726.0,45483.0,37810.0,37940.0,37720.0,37830.0,452920.0,85460.0,1,1,0
2016-10-28,219.35,219.9,215.8,216.55,4843.0,4850.0,4775.0,4785.5,313844.0,71555.0,38140.0,38350.0,37940.0,38010.0,460326.0,137900.0,1,1,1
2016-10-31,220.5,221.1,218.15,220.0,4853.0,4878.0,4820.0,4852.0,313442.0,54848.0,38430.0,38640.0,38270.0,38430.0,461182.0,144230.0,1,1,1
2016-11-01,222.9,223.3,219.85,220.55,4920.0,4922.0,4850.0,4865.5,318912.0,67828.0,38660.0,38890.0,38390.0,38500.0,482346.0,149396.0,1,1,1
2016-11-02,223.05,223.65,220.65,223.4,4920.0,4923.5,4866.0,4915.0,322314.0,59619.0,38820.0,39180.0,38540.0,38780.0,478118.0,281808.0,0,1,1
2016-11-03,224.9,225.35,221.8,222.05,4960.0,4965.5,4894.5,4905.0,328160.0,64176.0,38800.0,39020.0,38620.0,38730.0,496132.0,153686.0,1,1,1
2016-11-04,226.5,226.95,223.55,224.35,4991.0,5003.0,4928.0,4954.0,331091.0,55897.0,39190.0,39390.0,39000.0,39100.0,504194.0,268470.0,1,1,1
2016-11-07,230.95,231.7,225.55,226.15,5098.0,5100.5,4973.0,4980.0,335512.0,86951.0,39880.0,40770.0,39150.0,39230.0,548218.0,505096.0,1,1,1
2016-11-08,238.0,238.25,229.0,231.25,5235.5,5250.5,5051.0,5090.0,342234.0,104316.0,40370.0,40730.0,40070.0,40180.0,556482.0,422864.0,1,1,1
2016-11-09,245.95,246.55,231.65,237.9,5413.0,5443.0,5115.0,5230.0,353361.0,151046.0,41430.0,42030.0,40340.0,40400.0,560162.0,825362.0,1,1,1
2016-11-10,255.1,259.1,245.3,246.35,5601.0,5714.0,5410.0,5417.0,364452.0,119986.0,42970.0,43910.0,42230.0,42320.0,552708.0,515896.0,1,1,1
2016-11-11,250.9,273.45,249.6,253.4,5549.0,6025.5,5506.0,5615.5,366968.0,192388.0,45330.0,46830.0,44430.0,45000.0,552572.0,988810.0,0,0,1
2016-11-14,252.1,259.9,247.1,252.85,5559.0,5736.5,5528.5,5557.0,366843.0,71296.0,45630.0,48040.0,43700.0,47200.0,537450.0,1319384.0,0,1,0
2016-11-15,250.5,257.0,242.6,252.05,5525.0,5674.0,5360.0,5563.5,354390.0,92280.0,44940.0,46160.0,43060.0,45500.0,530572.0,827514.0,0,0,0
2016-11-16,246.75,251.2,244.45,250.8,5433.0,5543.0,5400.5,5521.0,354840.0,51986.0,44130.0,44610.0,43510.0,43670.0,531838.0,110154.0,0,0,1
2016-11-17,249.1,250.6,243.8,246.95,5495.5,5529.5,5381.5,5433.0,357495.0,48307.0,43870.0,44390.0,43430.0,44310.0,513626.0,78748.0,1,1,0
2016-11-18,246.75,249.85,244.85,248.85,5423.0,5513.0,5401.5,5465.0,358139.0,47132.0,44130.0,44560.0,43750.0,43870.0,517266.0,92606.0,0,0,1
2016-11-21,251.5,253.5,246.45,247.25,5559.0,5594.0,5438.0,5446.5,358369.0,40304.0,44590.0,45430.0,43650.0,44440.0,544634.0,127490.0,1,1,1
2016-11-22,254.45,257.55,251.65,251.85,5613.0,5687.0,5566.0,5566.0,356600.0,51023.0,45770.0,46400.0,44810.0,45310.0,555764.0,135392.0,1,1,1
2016-11-23,260.75,262.5,252.0,254.45,5740.0,5786.0,5562.0,5609.0,355988.0,57156.0,45850.0,46190.0,45500.0,46000.0,555178.0,107592.0,1,1,0
2016-11-24,265.08488119926847,269.0696552990552,260.52075020344336,261.821855723236,5868.0,5957.5,5770.0,5798.0,366041.0,76102.0,47480.0,48600.0,45540.0,45670.0,555764.0,263216.0,1,1,1
2016-11-25,266.8,269.9,261.25,261.55,5879.0,5919.0,5804.0,5893.5,365554.0,42825.0,48340.0,48990.0,47580.0,48050.0,550096.0,195684.0,1,0,1
2016-11-28,265.65,274.0,263.2,267.1,5881.0,6045.5,5820.5,5881.0,361544.0,73811.0,48820.0,49840.0,47850.0,48120.0,596476.0,271522.0,0,1,1
2016-11-29,259.5,266.2,257.35,265.15,5705.0,5885.0,5697.0,5859.0,361192.0,77088.0,47950.0,49400.0,46590.0,49300.0,547904.0,353894.0,0,0,0
2016-11-30,262.15,264.3,254.0,258.85,5825.0,5845.0,5612.5,5730.0,366150.0,75124.0,46220.0,47240.0,45110.0,47030.0,536542.0,505638.0,1,1,0
2016-12-01,263.15,265.6,260.35,262.55,5791.0,5870.0,5626.75,5800.0,365735.0,42570.0,46990.0,47570.0,46140.0,46390.0,537352.0,464488.0,1,0,1
2016-12-02,261.5,262.45,258.7,261.75,5760.0,5805.0,5713.0,5790.0,366272.0,34316.0,46650.0,47180.0,46150.0,46930.0,524434.0,330356.0,0,0,0
2016-12-05,268.9,270.1,261.0,261.0,5950.0,5969.0,5726.0,5766.5,364966.0,40059.0,46910.0,47630.0,46200.0,46420.0,547682.0,364274.0,1,1,1
2016-12-06,267.2,268.75,264.35,267.55,5884.0,5951.5,5831.0,5923.5,366862.0,38878.0,47950.0,48480.0,47400.0,47420.0,550710.0,365538.0,0,0,1
2016-12-07,263.7,269.3,262.15,266.0,5785.0,5950.0,5780.0,5886.0,368693.0,46715.0,47930.0,48500.0,47330.0,47460.0,582720.0,358714.0,0,0,1
2016-12-08,262.0,266.1,261.0,263.0,5782.0,5875.0,5745.5,5818.0,369427.0,44461.0,47530.0,48470.0,46910.0,48260.0,555444.0,385546.0,0,0,0
2016-12-09,264.2,265.45,262.65,264.05,5826.0,5866.5,5764.5,5772.0,373225.0,31153.0,47100.0,47770.0,46480.0,47360.0,544174.0,373262.0,1,1,0
2016-12-12,261.3,267.35,259.95,267.35,5768.0,5910.0,5755.5,5882.0,374344.0,37385.0,47700.0,48270.0,47150.0,47530.0,540390.0,332482.0,0,0,1
2016-12-13,259.3,262.25,256.1,259.2,5690.0,5790.0,5655.5,5732.5,378509.0,46939.0,46930.0,47300.0,46620.0,47060.0,526256.0,292322.0,1,0,0
2016-12-14,260.0,263.55,256.65,258.65,5722.0,5765.0,5665.5,5689.5,376377.0,28052.0,46540.0,47300.0,46000.0,47270.0,518134.0,288536.0,1,1,0
2016-12-15,259.6,260.2,257.5,259.5,5732.0,5776.5,5673.0,5718.0,373828.0,46874.0,46680.0,47130.0,46140.0,46780.0,511470.0,269802.0,1,1,0
