DateTime,Market1: Close,Market1: High,Market1: Low,Market1: Open,Market2: Close,Market2: High,Market2: Low,Market2: Open,Market2: Open_Interest,Market2: Volume,Market3: Close,Market3: High,Market3: Low,Market3: Open,Market3: Open_Interest,Market3: Volume
2015-01-26T00:00:00.000,254.3,255.45,241.9,249.5,5580,5625,5339.5,5500,317357,107444,39660.0,40540.0,38860.0,40420.0,888248.0,715356.0
2015-01-27T00:00:00.000,246.25,254.35,244.6,254.1,5421,5605,5405,5605,314015,66173,40210.0,40730.0,39650.0,39730.0,887992.0,604476.0
2015-01-28T00:00:00.000,247.95,250.0,245.05,246.25,5484,5510,5411,5418.5,312396,53090,39690.0,40210.0,39260.0,40050.0,894868.0,687248.0
2015-01-29T00:00:00.000,245.15,246.95,242.0,245.45,5395,5453,5346,5441,315265,62543,39520.0,39960.0,39240.0,39710.0,919676.0,602624.0
2015-01-30T00:00:00.000,249.45,251.85,242.95,245.6,5495,5507,5365,5422.5,323116,57477,39210.0,39520.0,38890.0,39160.0,952018.0,647928.0
2015-02-02T00:00:00.000,249.0,251.95,246.35,247.6,5500,5548,5460.5,5468.5,324474,55946,39830.0,40370.0,39330.0,39580.0,932042.0,586236.0
2015-02-03T00:00:00.000,258.15,259.5,249.6,249.85,5690,5703,5513.5,5513.5,326824,82038,40440.0,40830.0,40050.0,40110.0,896212.0,543294.0
2015-02-04T00:00:00.000,259.1,261.85,255.55,258.45,5705,5755,5628,5680,321083,70148,41260.0,41980.0,40840.0,41150.0,869130.0,616042.0
2015-02-05T00:00:00.000,259.5,260.95,253.35,259.6,5720,5731,5568,5690,321799,63916,41190.0,41540.0,40930.0,41360.0,884396.0,573146.0
2015-02-06T00:00:00.000,258.55,261.5,256.65,259.6,5650,5744.5,5645.5,5705.5,324858,44869,41320.0,41710.0,40790.0,40870.0,849362.0,522050.0
2015-02-09T00:00:00.000,258.05,259.05,256.0,257.95,5673,5698,5629,5653,325028,34887,41310.0,41600.0,41040.0,41400.0,843484.0,442210.0
2015-02-10T00:00:00.000,255.15,258.85,252.55,258.05,5595,5692.5,5560.5,5673.5,331490,53953,41320.0,41530.0,41080.0,41280.0,840284.0,300508.0
2015-02-11T00:00:00.000,254.1,258.35,253.45,254.8,5600,5688,5581,5607.5,329174,48294,40870.0,41090.0,40660.0,40800.0,817470.0,216186.0
2015-02-12T00:00:00.000,260.2,262.2,253.6,254.1,5740,5754,5585,5602.5,334923,55161,40860.0,41060.0,40650.0,41040.0,819982.0,182414.0
2015-02-13T00:00:00.000,260.5,264.2,259.15,260.6,5735,5793.5,5702,5736.5,335299,43422,41590.0,42120.0,41070.0,41170.0,790632.0,295288.0
2015-02-16T00:00:00.000,,,,,5749,5765,5688,5728,332685,29306,41750.0,42080.0,41540.0,41800.0,768670.0,188022.0
2015-02-17T00:00:00.000,258.15,262.3,255.0,260.05,5649.5,5762,5621,5736.5,326712,43117,41930.0,42100.0,41770.0,41950.0,748916.0,132284.0
2015-02-18T00:00:00.000,261.45,263.8,256.5,258.15,5745,5791,5650,5691,334482,40996,,,,,,
2015-02-19T00:00:00.000,262.0,262.7,258.4,261.45,5750,5762,5669,5755,334375,31287,,,,,,
2015-02-20T00:00:00.000,259.45,262.25,257.55,261.85,5693,5754,5669,5751.5,331418,39387,,,,,,
2015-02-23T00:00:00.000,259.25,261.65,256.6,260.45,5672,5736,5633.5,5700,331805,30667,,,,,,
2015-02-24T00:00:00.000,264.8,267.7,257.1,259.3,5785,5846,5636,5678,332196,56305,,,,,,
2015-02-25T00:00:00.000,266.35,266.9,262.65,264.4,5775,5810,5740,5780,327068,45786,41920.0,42190.0,41780.0,42160.0,761246.0,103964.0
2015-02-26T00:00:00.000,271.4,273.25,265.6,266.1,5888,5944,5781,5783.5,326816,79538,42190.0,42610.0,41850.0,41940.0,785686.0,301590.0
2015-02-27T00:00:00.000,271.6,272.5,268.6,272.15,5895,5912,5828.5,5891.5,326484,45833,42690.0,42930.0,42450.0,42810.0,774578.0,417708.0
2015-03-02T00:00:00.000,271.1,274.4,270.1,273.0,5905.5,5960,5877,5919,328046,53367,42830.0,43280.0,42370.0,42600.0,760442.0,402994.0
2015-03-03T00:00:00.000,267.35,270.5,264.95,270.5,5822,5910,5785.5,5910,329181,48062,42800.0,43220.0,42430.0,42890.0,762324.0,403956.0
2015-03-04T00:00:00.000,267.7,268.8,265.8,267.2,5840,5877,5792,5835,331671,39555,42400.0,42560.0,42120.0,42480.0,767808.0,279060.0
2015-03-05T00:00:00.000,267.2,269.3,266.75,268.3,5835,5879,5812.5,5838.5,333312,32194,42420.0,42620.0,42140.0,42580.0,771270.0,313682.0
2015-03-06T00:00:00.000,262.9,267.2,262.4,266.7,5745,5830.5,5725,5824.5,335968,47404,42390.0,42720.0,42060.0,42420.0,775448.0,321600.0
2015-03-09T00:00:00.000,268.7,269.0,262.05,262.05,5872,5877,5714,5729,338244,62712,42000.0,42350.0,41670.0,42250.0,759610.0,455574.0
2015-03-10T00:00:00.000,263.5,268.55,261.8,268.55,5765,5855,5728.5,5854.5,336572,42237,42510.0,42760.0,42210.0,42320.0,772044.0,374268.0
2015-03-11T00:00:00.000,262.25,265.85,261.55,264.15,5730,5818.5,5710,5753,339387,42908,42100.0,42320.0,41910.0,42060.0,766898.0,309400.0
2015-03-12T00:00:00.000,267.45,269.5,261.6,262.9,5844,5884,5716,5718,346385,60767,42090.0,42610.0,41800.0,42040.0,755130.0,456438.0
2015-03-13T00:00:00.000,267.85,270.0,266.6,267.55,5858.5,5900,5811,5865,344226,39818,42690.0,43000.0,42400.0,42710.0,743896.0,415176.0
2015-03-16T00:00:00.000,267.75,269.2,266.95,267.7,5847.5,5893,5822,5843.5,346911,34240,42620.0,42850.0,42440.0,42700.0,747460.0,299488.0
2015-03-17T00:00:00.000,264.15,267.5,261.9,267.5,5785,5878,5740,5856,340828,66156,42670.0,43030.0,42300.0,42620.0,742014.0,212744.0
2015-03-18T00:00:00.000,258.7,265.4,257.0,263.15,5670,5811.5,5621.5,5790.5,359698,93111,42100.0,42460.0,41570.0,42050.0,773250.0,273746.0
2015-03-19T00:00:00.000,267.45,267.8,263.0,263.25,5853,5857,5690,5730,354292,84859,41540.0,41980.0,41080.0,41430.0,776692.0,291716.0
2015-03-20T00:00:00.000,277.5,278.5,270.0,270.0,6045,6082.5,5807,5842,358107,110350,42130.0,42520.0,41820.0,42060.0,783326.0,351498.0
2015-03-23T00:00:00.000,280.8,292.4,278.5,280.05,6120,6154,6045.5,6053.5,362033,71318,43300.0,44040.0,42400.0,42500.0,772942.0,571670.0
2015-03-24T00:00:00.000,281.5,288.0,280.5,288.0,6145,6203.5,6080.5,6175,365065,61595,43910.0,44690.0,43530.0,43650.0,785144.0,459758.0
2015-03-25T00:00:00.000,280.5,281.0,280.0,280.5,6125,6139,6080,6136.5,368318,42510,43670.0,43940.0,43390.0,43810.0,797540.0,413712.0
2015-03-26T00:00:00.000,282.15,285.0,281.5,285.0,6174,6294.5,6105,6115.5,370184,75838,43820.0,44000.0,43610.0,43700.0,796838.0,419412.0
2015-03-27T00:00:00.000,277.5,281.8,277.2,281.8,6055,6156.5,6046.5,6156.5,368896,66356,43870.0,44340.0,43360.0,44050.0,819752.0,560376.0
2015-03-30T00:00:00.000,278.15,279.25,274.8,276.0,6082,6124,6034,6046.5,370685,37038,43620.0,43990.0,43410.0,43690.0,818226.0,431488.0
2015-03-31T00:00:00.000,274.0,278.7,273.5,277.85,6041,6118,6007,6104.5,371639,63726,43770.0,44070.0,43330.0,43820.0,827944.0,421054.0
2015-04-01T00:00:00.000,274.85,276.15,270.95,274.1,6045,6065,5952.5,6030,372450,53202,43380.0,43670.0,43080.0,43430.0,831650.0,407462.0
2015-04-02T00:00:00.000,273.4,276.55,271.65,274.4,5980,6072,5968.5,6032,373673,49750,43350.0,43630.0,43030.0,43120.0,814526.0,435988.0
2015-04-03T00:00:00.000,,,,,,,,,,,43330.0,43450.0,43160.0,43310.0,810012.0,273380.0
2015-04-06T00:00:00.000,271.7,283.1,269.35,273.15,,,,,,,,,,,,
2015-04-07T00:00:00.000,276.3,277.7,271.2,271.65,6065,6093,5970,5972.5,376951,41061,43450.0,43560.0,43300.0,43300.0,809140.0,116826.0
2015-04-08T00:00:00.000,273.15,276.85,272.35,275.5,6010,6079,5988,6047,375584,43268,43580.0,43820.0,43360.0,43550.0,805438.0,272338.0
2015-04-09T00:00:00.000,272.9,275.95,271.55,273.45,5995,6063,5968,6007.5,371853,39663,43280.0,43540.0,43050.0,43380.0,819364.0,238872.0
2015-04-10T00:00:00.000,273.4,278.0,272.1,272.4,6039,6106.5,5986,5997.5,374264,52458,43380.0,43600.0,43150.0,43380.0,819646.0,235236.0
2015-04-13T00:00:00.000,271.9,276.2,271.25,273.6,5990,6080,5980,6028,373173,45180,43670.0,44000.0,43430.0,43510.0,820200.0,317282.0
2015-04-14T00:00:00.000,270.0,272.6,267.5,271.7,5945,6004,5900,5991,366530,58951,43160.0,43710.0,42580.0,43650.0,847324.0,361446.0
2015-04-15T00:00:00.000,271.25,272.75,266.85,270.4,5955,5975,5874.5,5948,363432,50361,42890.0,43180.0,42570.0,42760.0,843816.0,330834.0
2015-04-16T00:00:00.000,277.4,278.75,271.9,272.25,6060,6100,5966,5969,366699,58450,43090.0,43420.0,42640.0,42780.0,804974.0,139508.0
2015-04-17T00:00:00.000,277.4,280.9,276.15,277.75,6060,6147,6048,6071.5,365560,45254,43650.0,43840.0,43480.0,43670.0,784190.0,158680.0
2015-04-20T00:00:00.000,273.25,282.95,272.2,281.4,5980,6173,5972,6160,368449,64709,43720.0,44050.0,43400.0,43470.0,788502.0,160708.0
2015-04-21T00:00:00.000,270.2,273.9,268.8,272.8,5945,6013.5,5930,5980,367544,52495,43250.0,43390.0,43080.0,43260.0,778980.0,168176.0
2015-04-22T00:00:00.000,266.55,270.85,266.3,269.65,5911,5979,5894.5,5945.5,361459,49227,43140.0,43320.0,42950.0,43020.0,779420.0,151950.0
2015-04-23T00:00:00.000,269.4,270.35,264.75,266.8,5940,5962.5,5864.5,5902.5,358069,55954,42940.0,43280.0,42540.0,43110.0,798018.0,257064.0
2015-04-24T00:00:00.000,274.8,276.1,268.4,270.0,6030,6075,5943,5944,355797,55212,43150.0,43310.0,42990.0,43030.0,766824.0,164886.0
2015-04-27T00:00:00.000,277.0,278.5,273.2,274.6,6065,6122,6034,6045.5,355755,41367,43670.0,43970.0,43390.0,43610.0,752996.0,318420.0
2015-04-28T00:00:00.000,278.0,278.7,274.75,277.55,6118,6129,6050,6096.5,353512,35235,43850.0,44140.0,43570.0,43740.0,754120.0,312606.0
2015-04-29T00:00:00.000,279.5,280.0,275.45,278.0,6145,6150,6055.5,6103.5,351646,46714,43830.0,44050.0,43640.0,43800.0,768012.0,306368.0
2015-04-30T00:00:00.000,288.65,288.95,278.6,278.85,6335,6335.25,6118,6130,355988,88210,44070.0,44300.0,43750.0,43770.0,755516.0,316342.0
2015-05-01T00:00:00.000,293.15,294.0,288.45,288.45,6400,6424.5,6299.5,6311,358568,54918,,,,,,
2015-05-04T00:00:00.000,292.4,292.95,289.5,291.3,,,,,,,45470.0,45800.0,45130.0,45330.0,745914.0,267168.0
2015-05-05T00:00:00.000,294.0,295.3,290.65,291.8,6480,6481,6350,6392,354960,67655,45700.0,45930.0,45530.0,45830.0,729624.0,233228.0
2015-05-06T00:00:00.000,293.25,294.5,291.45,293.5,6390,6458,6366.5,6433,355954,55830,46090.0,46360.0,45830.0,45850.0,697316.0,414292.0
2015-05-07T00:00:00.000,292.6,293.55,291.3,293.2,6400,6447,6372,6419,355855,36782,45880.0,46170.0,45650.0,46170.0,679834.0,302190.0
2015-05-08T00:00:00.000,293.1,293.7,289.65,292.75,6387.5,6434,6335.5,6398,351617,30847,45890.0,46050.0,45780.0,45910.0,683244.0,249800.0
2015-05-11T00:00:00.000,291.75,293.85,290.8,293.85,6365,6421,6350.5,6410,350919,31263,45780.0,46030.0,45570.0,45860.0,671906.0,273964.0
2015-05-12T00:00:00.000,295.05,295.9,291.75,291.75,6440,6459,6363,6389.5,351426,13662,45740.0,45930.0,45600.0,45690.0,668940.0,188694.0
2015-05-13T00:00:00.000,295.0,296.1,293.45,294.75,6405,6458.5,6386.5,6430,350762,40427,46080.0,46390.0,45900.0,46070.0,677630.0,241570.0
2015-05-14T00:00:00.000,294.6,295.95,293.0,293.75,6401,6439.5,6375,6419.5,349741,30798,46000.0,46280.0,45770.0,46180.0,669004.0,254606.0
2015-05-15T00:00:00.000,294.9,295.3,292.25,294.0,6415,6425,6352,6403,347062,35397,45930.0,46130.0,45770.0,46060.0,670642.0,195046.0
2015-05-18T00:00:00.000,293.0,296.0,291.85,295.5,6380,6439,6352,6422.5,343562,35259,45940.0,46150.0,45720.0,45850.0,662704.0,76748.0
2015-05-19T00:00:00.000,286.15,292.3,285.0,292.3,6220,6392,6207.5,6384.5,332361,72404,45780.0,45980.0,45650.0,45930.0,659296.0,84556.0
2015-05-20T00:00:00.000,285.15,285.9,284.4,285.0,6220,6245,6194,6236,332190,46826,44860.0,45330.0,44520.0,45300.0,659012.0,176150.0
2015-05-21T00:00:00.000,287.1,288.0,285.35,285.35,6252,6280,6216,6216.5,330383,32745,44910.0,45110.0,44610.0,44750.0,639554.0,114362.0
2015-05-22T00:00:00.000,283.35,285.25,281.5,285.25,6161.5,6273,6143,6254.5,326493,43931,45060.0,45180.0,44940.0,44980.0,634646.0,94614.0
2015-05-25T00:00:00.000,,,,,,,,,,,44540.0,44640.0,44430.0,44480.0,631664.0,110772.0
2015-05-26T00:00:00.000,285.35,285.35,281.1,282.9,6106.5,6230,6105,6202.5,326636,39236,44720.0,45060.0,44350.0,44690.0,634464.0,199788.0
2015-05-27T00:00:00.000,281.6,284.15,280.5,284.15,6080.5,6146,6075.5,6118.5,327467,51224,44190.0,44350.0,42030.0,44300.0,630536.0,236238.0
2015-05-28T00:00:00.000,276.75,278.4,275.85,276.35,6095,6132.5,6085,6088.5,327104,47437,44130.0,44360.0,43950.0,44080.0,616134.0,281792.0
2015-05-29T00:00:00.000,272.8,278.4,272.45,277.0,6015,6137,6012.5,6106,326225,75751,44160.0,44320.0,43970.0,44130.0,595652.0,208388.0
2015-06-01T00:00:00.000,272.0,274.25,271.0,272.8,6024,6050,5985,6015,325373,50175,43810.0,44140.0,43570.0,44010.0,598012.0,271036.0
2015-06-02T00:00:00.000,273.6,274.5,271.4,271.55,6040,6055.5,5990,5995,323142,48737,43610.0,43820.0,43410.0,43550.0,595214.0,236858.0
2015-06-03T00:00:00.000,272.65,274.9,272.0,273.75,6011,6064,5998,6032.5,322149,60473,43740.0,43870.0,43490.0,43730.0,593814.0,228746.0
2015-06-04T00:00:00.000,268.7,273.15,267.65,272.65,5915,6019,5906,6016,325398,56431,43490.0,43660.0,43330.0,43600.0,593420.0,240492.0
2015-06-05T00:00:00.000,269.25,270.8,267.0,268.65,5937,5971.5,5885,5930,324696,45330,43040.0,43440.0,42740.0,43310.0,605014.0,328872.0
2015-06-08T00:00:00.000,269.65,270.6,268.25,270.25,5948,5966,5913.5,5953.5,323903,31251,43080.0,43250.0,42790.0,42930.0,595086.0,242348.0
2015-06-09T00:00:00.000,271.4,273.55,269.5,270.45,5965,6015,5935.5,5951.5,324793,45308,43200.0,43350.0,43090.0,43100.0,587366.0,162420.0
2015-06-10T00:00:00.000,274.7,276.7,271.05,271.15,6030,6083.5,5962.5,5977,323034,49860,43370.0,43520.0,43190.0,43320.0,583222.0,169556.0
2015-06-11T00:00:00.000,266.9,274.95,265.75,274.15,5880,6047,5861,6037.5,326210,59532,43560.0,43760.0,43160.0,43630.0,575566.0,200008.0
2015-06-12T00:00:00.000,267.8,268.4,266.0,267.35,5912,5916,5858.5,5888,325937,41362,42720.0,43060.0,42480.0,42990.0,603590.0,312702.0
2015-06-15T00:00:00.000,264.7,268.1,262.55,267.55,5815,5908.5,5777,5901.5,321940,45644,42520.0,42820.0,42140.0,42590.0,606358.0,217688.0
2015-06-16T00:00:00.000,261.55,265.55,261.05,264.35,5750,5843,5749,5820,314957,53861,42110.0,42320.0,41930.0,42050.0,602504.0,82872.0
2015-06-17T00:00:00.000,260.4,263.25,259.8,261.25,5745,5793.5,5728,5757,308194,37306,41780.0,42010.0,41650.0,42000.0,604610.0,76576.0
2015-06-18T00:00:00.000,260.6,264.25,260.1,261.35,5755,5820,5736,5764,306236,46494,41870.0,42150.0,41530.0,41890.0,597736.0,87234.0
2015-06-19T00:00:00.000,256.9,261.65,255.8,260.15,5659,5773.5,5652,5741.5,306060,42743,41820.0,42000.0,41700.0,41910.0,592228.0,103358.0
2015-06-22T00:00:00.000,256.7,258.1,255.95,257.2,5654,5688,5642.5,5674,306678,28219,,,,,,
2015-06-23T00:00:00.000,261.3,262.95,256.85,257.15,5780,5788,5667,5667,305054,50871,41790.0,41920.0,41500.0,41560.0,596322.0,70700.0
2015-06-24T00:00:00.000,262.45,264.9,259.95,260.85,5739,5828.5,5721,5750,308756,54351,41920.0,42180.0,41680.0,41800.0,601178.0,118918.0
2015-06-25T00:00:00.000,262.3,263.05,259.4,262.05,5770,5782,5692,5766,309087,34609,41860.0,42240.0,41320.0,42180.0,593722.0,152702.0
2015-06-26T00:00:00.000,264.45,265.4,262.05,262.5,5755,5820,5741.5,5755.5,307895,44982,41930.0,42500.0,41560.0,41800.0,568048.0,204164.0
2015-06-29T00:00:00.000,263.85,266.0,262.1,263.75,5790,5838,5755,5775,311702,64483,42180.0,42620.0,41920.0,42050.0,521076.0,276048.0
2015-06-30T00:00:00.000,262.35,264.6,259.45,263.8,5765,5818,5706,5796,307638,55011,42210.0,42470.0,41990.0,42340.0,528520.0,257752.0
2015-07-01T00:00:00.000,263.55,264.2,261.5,262.25,5775,5825,5731,5752.5,308172,46477,41950.0,42300.0,41560.0,41950.0,515952.0,323088.0
2015-07-02T00:00:00.000,263.45,264.5,262.8,263.95,5795,5820,5764.5,5785,308240,32392,42190.0,42490.0,41890.0,41980.0,507412.0,218806.0
2015-07-03T00:00:00.000,,,,,5759,5825,5746.5,5789,307669,29035,42310.0,42470.0,42120.0,42290.0,506826.0,225938.0
2015-07-06T00:00:00.000,254.3,260.25,251.0,263.6,5590,5746.5,5520,5720,308420,77603,41220.0,42320.0,40100.0,42300.0,557638.0,490330.0
2015-07-07T00:00:00.000,245.1,254.45,239.0,254.45,5339.5,5611,5261.5,5583.5,312559,144776,40390.0,40860.0,39690.0,40730.0,590870.0,518564.0
2015-07-08T00:00:00.000,250.4,251.95,239.65,246.2,5520,5546.5,5240,5408,313552,125665,38550.0,39600.0,37960.0,39510.0,615546.0,1262028.0
2015-07-09T00:00:00.000,255.8,259.45,250.0,250.0,5630,5722.5,5479.5,5494,313160,81785,40060.0,40800.0,38620.0,38650.0,555178.0,894496.0
2015-07-10T00:00:00.000,254.55,256.0,253.65,256.0,5590,5660,5555,5637.5,311034,45643,40720.0,41220.0,40260.0,40870.0,584914.0,650284.0
2015-07-13T00:00:00.000,255.55,256.0,250.7,254.75,5591,5648,5492.5,5566.5,309224,56079,40180.0,40630.0,39740.0,40410.0,614982.0,379240.0
2015-07-14T00:00:00.000,254.45,255.15,252.7,255.15,5565,5603,5515,5592,304186,35328,40430.0,40610.0,40250.0,40480.0,614472.0,296534.0
2015-07-15T00:00:00.000,253.05,257.0,251.1,257.0,5531,5668,5530.85,5587.5,306834,58101,40460.0,40750.0,40130.0,40310.0,618470.0,289106.0
2015-07-16T00:00:00.000,253.15,254.9,252.0,252.3,5560,5598,5518,5544,306137,31687,40180.0,40470.0,39880.0,40410.0,606426.0,135026.0
2015-07-17T00:00:00.000,250.45,253.7,249.5,253.5,5480,5580,5458,5550,304697,41162,40220.0,40400.0,40110.0,40170.0,612396.0,72812.0
2015-07-20T00:00:00.000,248.4,249.55,247.5,249.0,5480,5504,5429,5502.5,303093,37499,39670.0,40060.0,39330.0,39780.0,644734.0,161034.0
2015-07-21T00:00:00.000,247.75,251.75,247.85,251.1,5455,5545,5446,5451.5,298058,51910,39750.0,39980.0,39370.0,39550.0,639522.0,105474.0
2015-07-22T00:00:00.000,243.15,245.0,243.2,245.0,5361,5469.5,5346.5,5460,296269,51514,39350.0,39860.0,38850.0,39670.0,694686.0,175466.0
2015-07-23T00:00:00.000,238.55,243.0,236.25,241.0,5272.5,5405,5255,5364,297860,69597,38890.0,39260.0,38490.0,38960.0,708794.0,210558.0
2015-07-24T00:00:00.000,238.15,238.6,236.65,236.65,5263,5294,5191.5,5251.5,295356,76589,38120.0,39000.0,37600.0,38800.0,786508.0,319628.0
2015-07-27T00:00:00.000,235.05,238.4,234.2,238.35,5188,5281,5164,5250,294086,58170,38150.0,38530.0,37800.0,38040.0,772330.0,287236.0
2015-07-28T00:00:00.000,240.3,240.85,234.8,234.8,5297.5,5333,5189,5189,295115,55035,37850.0,38150.0,37440.0,37680.0,765540.0,265940.0
2015-07-29T00:00:00.000,240.8,241.0,240.3,241.0,5328,5398,5281.5,5319.5,292393,49295,38770.0,39400.0,38110.0,38190.0,728690.0,394434.0
2015-07-30T00:00:00.000,237.7,242.2,235.85,240.8,5260,5350,5210,5327,291516,40934,38680.0,39030.0,38450.0,38820.0,731196.0,300354.0
2015-07-31T00:00:00.000,236.35,239.6,234.8,237.55,5230,5295,5211.5,5262,285381,41944,38380.0,38640.0,38190.0,38290.0,743432.0,283054.0
2015-08-03T00:00:00.000,234.6,236.3,232.15,235.6,5220,5240,5142,5218.5,291263,61411,38200.0,38680.0,37810.0,38350.0,780130.0,436930.0
2015-08-04T00:00:00.000,236.2,237.45,232.8,234.15,5235,5266,5158.5,5195,289332,41966,37970.0,38290.0,37650.0,37840.0,753600.0,405154.0
2015-08-05T00:00:00.000,234.85,236.2,233.75,235.3,5178,5227.5,5176,5217,289684,37716,38130.0,38430.0,37860.0,38330.0,763466.0,269210.0
2015-08-06T00:00:00.000,234.1,236.15,233.6,235.15,5185,5220,5170,5199,291460,32330,38020.0,38200.0,37830.0,38170.0,764344.0,261494.0
2015-08-07T00:00:00.000,233.25,235.4,231.3,234.35,5173,5197,5121,5185,290465,51377,37750.0,38100.0,37310.0,37880.0,776988.0,443168.0
2015-08-10T00:00:00.000,240.0,241.1,230.75,232.0,5309,5323.5,5118,5135,290791,59249,37850.0,38100.0,37540.0,37750.0,770290.0,355558.0
2015-08-11T00:00:00.000,233.15,242.9,231.35,239.15,5125,5363.5,5109,5293,293004,88670,38880.0,39820.0,37980.0,38010.0,718768.0,703446.0
2015-08-12T00:00:00.000,235.0,235.8,229.25,233.6,5189.5,5198,5062,5155,294304,84017,38920.0,39500.0,38530.0,38670.0,699766.0,671490.0
2015-08-13T00:00:00.000,235.3,238.25,232.6,234.85,5185,5253,5128.5,5188.5,294021,40122,39620.0,39970.0,39190.0,39500.0,665500.0,472860.0
2015-08-14T00:00:00.000,235.15,236.65,233.35,235.15,5165,5212.5,5140,5172.5,290612,36347,39420.0,39580.0,39220.0,39470.0,659528.0,301880.0
2015-08-17T00:00:00.000,232.1,234.85,230.95,234.45,5115,5167.5,5076,5165,286416,38011,39200.0,39510.0,38930.0,39270.0,643970.0,301984.0
2015-08-18T00:00:00.000,228.7,232.6,226.5,231.95,5035,5112.5,4983,5101,284181,69806,38790.0,38960.0,38600.0,38750.0,642836.0,81306.0
2015-08-19T00:00:00.000,227.6,229.7,226.05,228.2,4995,5050,4976,5025.5,285512,50416,38290.0,38590.0,37960.0,38560.0,643264.0,144098.0
2015-08-20T00:00:00.000,231.95,233.25,226.75,227.2,5119,5120,4991,5006,284568,59462,38400.0,38650.0,38160.0,38330.0,641374.0,121026.0
2015-08-21T00:00:00.000,230.35,232.6,227.5,232.55,5055,5102,4992.5,5092,283364,52199,38840.0,39060.0,38690.0,38850.0,629424.0,154156.0
2015-08-24T00:00:00.000,225.9,229.65,220.9,229.4,4951,5019,4855,5018,289580,45806,38140.0,38790.0,37530.0,38660.0,664178.0,343694.0
2015-08-25T00:00:00.000,231.35,231.9,224.2,224.7,5065,5071.5,4912.5,4926,291171,69990,38420.0,38940.0,37720.0,37830.0,641104.0,384940.0
2015-08-26T00:00:00.000,224.8,231.2,223.65,230.25,4935,5040,4903,5039.5,291738,73386,39070.0,39420.0,38710.0,39150.0,627572.0,280550.0
2015-08-27T00:00:00.000,233.4,234.3,226.35,226.55,5140,5142.5,4949.5,4950,291699,78119,38560.0,38870.0,38090.0,38500.0,612710.0,269560.0
2015-08-28T00:00:00.000,234.65,236.8,230.9,233.55,5135,5197.5,5071.5,5130,287623,65312,39250.0,39690.0,38700.0,38780.0,603366.0,315610.0
2015-08-31T00:00:00.000,233.8,234.25,229.4,233.7,,,,,,,39280.0,39580.0,39010.0,39350.0,596394.0,242440.0
2015-09-01T00:00:00.000,230.25,233.85,229.0,233.55,5069,5151,5064,5126.5,287083,49889,39210.0,39540.0,38880.0,39020.0,586220.0,270324.0
2015-09-02T00:00:00.000,233.3,234.35,229.15,229.45,5120,5162,5045,5060,283949,49778,39060.0,39230.0,38900.0,39020.0,575946.0,218336.0
